7(4)(A),"(4)  Science investigation and reasoning. The student 
  knows how to use a variety of tools and safety equipment to conduct science 
  inquiry. The student is expected to: (A)  use appropriate tools to collect, record, 
  and analyze information, including life science models, hand lens, stereoscopes, 
  microscopes, beakers, Petri dishes, microscope slides, graduated cylinders, 
  test tubes, meter sticks, metric rulers, metric tape measures, timing devices, 
  hot plates, balances, thermometers, calculators, water test kits, computers, 
  temperature and pH probes, collecting nets, insect traps, globes, digital cameras, 
  journals/notebooks, and other equipment as needed to teach the curriculum; and"
7(4)(B),"(4)  Science investigation and reasoning. The student 
  knows how to use a variety of tools and safety equipment to conduct science 
  inquiry. The student is expected to: (B)  use preventative safety equipment, including 
  chemical splash goggles, aprons, and gloves, and be prepared to use emergency 
  safety equipment, including an eye/face wash, a fire blanket, and a fire extinguisher."
7(5)(A),"(5)  Matter and energy. The student knows that interactions 
  occur between matter and energy. The student is expected to: (A)  recognize that radiant energy from the Sun 
  is transformed into chemical energy through the process of photosynthesis;"
7(5)(B),"(5)  Matter and energy. The student knows that interactions 
  occur between matter and energy. The student is expected to: (B)  demonstrate and explain the cycling of matter 
  within living systems such as in the decay of biomass in a compost bin; and"
7(5)(C),"(5)  Matter and energy. The student knows that interactions 
  occur between matter and energy. The student is expected to: (C)  diagram the flow of energy through living 
  systems, including food chains, food webs, and energy pyramids."
7(6)(A),"(6)  Matter and energy. The student knows that matter 
  has physical and chemical properties and can undergo physical and chemical changes. 
  The student is expected to: (A)  identify that organic compounds contain 
  carbon and other elements such as hydrogen, oxygen, phosphorus, nitrogen, or 
  sulfur;"
7(6)(B),"(6)  Matter and energy. The student knows that matter 
  has physical and chemical properties and can undergo physical and chemical changes. 
  The student is expected to: (B)  distinguish between physical and chemical 
  changes in matter in the digestive system; and"
7(6)(C),"(6)  Matter and energy. The student knows that matter 
  has physical and chemical properties and can undergo physical and chemical changes. 
  The student is expected to: (C)  recognize how large molecules are broken 
  down into smaller molecules such as carbohydrates can be broken down into sugars."
7(7)(A),"(7)  Force, motion, and energy. The student knows 
  that there is a relationship among force, motion, and energy. The student is 
  expected to: (A)  contrast situations where work is done with 
  different amounts of force to situations where no work is done such as moving 
  a box with a ramp and without a ramp, or standing still;"
7(7)(B),"(7)  Force, motion, and energy. The student knows 
  that there is a relationship among force, motion, and energy. The student is 
  expected to: (B)  illustrate the transformation of energy 
  within an organism such as the transfer from chemical energy to heat and thermal 
  energy in digestion; and"
7(7)(C),"(7)  Force, motion, and energy. The student knows 
  that there is a relationship among force, motion, and energy. The student is 
  expected to: (C)  demonstrate and illustrate forces that affect 
  motion in everyday life such as emergence of seedlings, turgor pressure, and 
  geotropism."
7(8)(A),"(8)  Earth and space. The student knows that natural 
  events and human activity can impact Earth systems. The student is expected 
  to: (A)  predict and describe how different types 
  of catastrophic events impact ecosystems such as floods, hurricanes, or tornadoes;"
7(8)(B),"(8)  Earth and space. The student knows that natural 
  events and human activity can impact Earth systems. The student is expected 
  to: (B)  analyze the effects of weathering, erosion, 
  and deposition on the environment in ecoregions of Texas; and"
7(8)(C),"(8)  Earth and space. The student knows that natural 
  events and human activity can impact Earth systems. The student is expected 
  to: (C)  model the effects of human activity on groundwater 
  and surface water in a watershed."
7(9)(A),"(9)  Earth and space. The student knows components 
  of our solar system. The student is expected to: (A)  analyze the characteristics of objects in 
  our solar system that allow life to exist such as the proximity of the Sun, 
  presence of water, and composition of the atmosphere; and"
7(9)(B),"(9)  Earth and space. The student knows components 
  of our solar system. The student is expected to: (B)  identify the accommodations, considering 
  the characteristics of our solar system, that enabled manned space exploration."
7(10)(A),"(10)  Organisms and environments. The student knows 
  that there is a relationship between organisms and the environment. The student 
  is expected to: (A)  observe and describe how different environments, 
  including microhabitats in schoolyards and biomes, support different varieties 
  of organisms;"
7(10)(B),"(10)  Organisms and environments. The student knows 
  that there is a relationship between organisms and the environment. The student 
  is expected to: (B)  describe how biodiversity contributes to 
  the sustainability of an ecosystem; and"
7(10)(C),"(10)  Organisms and environments. The student knows 
  that there is a relationship between organisms and the environment. The student 
  is expected to: (C)  observe, record, and describe the role of 
  ecological succession such as in a microhabitat of a garden with weeds."
7(11)(A),"(11)  Organisms and environments. The student knows 
  that populations and species demonstrate variation and inherit many of their 
  unique traits through gradual processes over many generations. The student is 
  expected to: (A)  examine organisms or their structures such 
  as insects or leaves and use dichotomous keys for identification;"
7(11)(B),"(11)  Organisms and environments. The student knows 
  that populations and species demonstrate variation and inherit many of their 
  unique traits through gradual processes over many generations. The student is 
  expected to: (B)  explain variation within a population or 
  species by comparing external features, behaviors, or physiology of organisms 
  that enhance their survival such as migration, hibernation, or storage of food 
  in a bulb; and"
7(11)(C),"(11)  Organisms and environments. The student knows 
  that populations and species demonstrate variation and inherit many of their 
  unique traits through gradual processes over many generations. The student is 
  expected to: (C)  identify some changes in genetic traits 
  that have occurred over several generations through natural selection and selective 
  breeding such as the Galapagos Medium Ground Finch (Geospiza fortis) 
  or domestic animals."
7(12)(A),"(12)  Organisms and environments. The student knows 
  that living systems at all levels of organization demonstrate the complementary 
  nature of structure and function. The student is expected to: (A)  investigate and explain how internal structures 
  of organisms have adaptations that allow specific functions such as gills in 
  fish, hollow bones in birds, or xylem in plants;"
7(12)(B),"(12)  Organisms and environments. The student knows 
  that living systems at all levels of organization demonstrate the complementary 
  nature of structure and function. The student is expected to: (B)  identify the main functions of the systems 
  of the human organism, including the circulatory, respiratory, skeletal, muscular, 
  digestive, excretory, reproductive, integumentary, nervous, and endocrine systems;"
7(12)(C),"(12)  Organisms and environments. The student knows 
  that living systems at all levels of organization demonstrate the complementary 
  nature of structure and function. The student is expected to: (C)  recognize levels of organization in plants 
  and animals, including cells, tissues, organs, organ systems, and organisms;"
7(12)(D),"(12)  Organisms and environments. The student knows 
  that living systems at all levels of organization demonstrate the complementary 
  nature of structure and function. The student is expected to: (D)  differentiate between structure and function 
  in plant and animal cell organelles, including cell membrane, cell wall, nucleus, 
  cytoplasm, mitochondrion, chloroplast, and vacuole;"
7(12)(E),"(12)  Organisms and environments. The student knows 
  that living systems at all levels of organization demonstrate the complementary 
  nature of structure and function. The student is expected to: (E)  compare the functions of a cell to the functions 
  of organisms such as waste removal; and"
7(12)(F),"(12)  Organisms and environments. The student knows 
  that living systems at all levels of organization demonstrate the complementary 
  nature of structure and function. The student is expected to: (F)  recognize that according to cell theory 
  all organisms are composed of cells and cells carry on similar functions such 
  as extracting energy from food to sustain life."
7(13)(A),"(13)  Organisms and environments. The student knows 
  that a living organism must be able to maintain balance in stable internal conditions 
  in response to external and internal stimuli. The student is expected to: (A)  investigate how organisms respond to external 
  stimuli found in the environment such as phototropism and fight or flight; and"
7(13)(B),"(13)  Organisms and environments. The student knows 
  that a living organism must be able to maintain balance in stable internal conditions 
  in response to external and internal stimuli. The student is expected to: (B)  describe and relate responses in organisms 
  that may result from internal stimuli such as wilting in plants and fever or 
  vomiting in animals that allow them to maintain balance."
7(14)(A),"(14)  Organisms and environments. The student knows 
  that reproduction is a characteristic of living organisms and that the instructions 
  for traits are governed in the genetic material. The student is expected to: (A)  define heredity as the passage of genetic 
  instructions from one generation to the next generation;"
7(14)(B),"(14)  Organisms and environments. The student knows 
  that reproduction is a characteristic of living organisms and that the instructions 
  for traits are governed in the genetic material. The student is expected to: (B)  compare the results of uniform or diverse 
  offspring from sexual reproduction or asexual reproduction; and"
7(14)(C),"(14)  Organisms and environments. The student knows 
  that reproduction is a characteristic of living organisms and that the instructions 
  for traits are governed in the genetic material. The student is expected to: (C)  recognize that inherited traits of individuals 
  are governed in the genetic material found in the genes within chromosomes in 
  the nucleus."
