Step ID,Problem Hierarchy,Problem Name,Max Problem View,Step Name,Avg Incorrects,Avg Hints,Avg Corrects,% First Attempt Incorrects,% First Attempt Hints,% First Attempt Corrects,Avg Step Duration (sec),Avg Correct Step Duration (sec),Avg Error Step Duration (sec),Total Students,Total Opportunities,KC (new KC model name)
bb0f401cf05e86d32412291806ee1458,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q15_i1 UpdateRadioButton,0.0542,0,0.9458,5.4217,0,94.5783,18.038,17.804,21.641,280,332,
0b15330a9a9d2e77d3373fe1efb6fc87,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q16_i1 UpdateRadioButton,0.0491,0,0.9509,4.908,0,95.092,19.025,18.84,23,283,326,
8baf92f00631e30367f7911c8fdb06f8,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q17_i1 UpdateRadioButton,0.3324,0,0.6676,33.237,0,66.763,19.142,17.564,23.017,289,346,
d565e21111471461fc5e707373e9528b,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q18_i1 UpdateRadioButton,0.1226,0,0.8774,12.2642,0,87.7358,17.566,17.073,21.169,269,318,
17030a5c527a45d9c3587f7696e26bfe,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q19_i1 UpdateRadioButton,0.189,0,0.811,18.8953,0,81.1047,18.389,17.163,24.759,286,344,
3e8b5e71a603cbecb418b28d03080718,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q1_i1 UpdateRadioButton,0.0188,0,0.9813,1.875,0,98.125,19.259,19.249,19.854,271,320,
ea1962aad29c99e0b42276e873c8fa8f,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q2_i1 UpdateRadioButton,0.0915,0,0.9085,9.1463,0,90.8537,17.985,17.393,25.146,280,328,
479f86087d2dd2b00c72fcf159907d82,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q3_i1 UpdateRadioButton,0.0442,0,0.9558,4.4248,0,95.5752,17.751,17.462,23.449,280,339,
d68f0aae82b83de496f7f097725c3662,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q4_i1 UpdateRadioButton,0.0164,0,0.9836,1.6447,0,98.3553,17.27,17.284,16.167,258,304,
4521ec499dc6e0c4483f245a7cfff422,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q5_i1 UpdateRadioButton,0.1223,0,0.8777,12.2324,0,87.7676,18.183,17.905,20.129,275,327,
7e3f49fd4ddb86885e20ed80ad418da2,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q6_i1 UpdateRadioButton,0.048,0,0.952,4.8023,0,95.1977,18.686,18.547,21.722,294,354,
00968b04d087a807934a7bb64a80c94d,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,4,cells_and_chromosomes_modquiz_pool_q7_i1 UpdateRadioButton,0.1792,0,0.8208,17.9245,0,82.0755,16.993,16.646,18.627,272,318,
016e0cd153ff86a75f24266862bd56e2,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q8_i1 UpdateRadioButton,0.1226,0,0.8774,12.2581,0,87.7419,19.228,18.924,21.551,255,310,
da4e44526569c069494deb210e82eb1b,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",cells_and_chromosomes_quiz,5,cells_and_chromosomes_modquiz_pool_q9_i1 UpdateRadioButton,0.2006,0,0.7994,20.0608,0,79.9392,18.372,18.48,17.913,276,329,
5baf5c7f48d992431cf22b6ae2cb16e5,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_DNA_structure_at_replication_DIGT,3,q1_i1 UpdateRadioButton,0.5118,0,1.0289,34.3832,0,65.6168,3.084,0.392,8.221,364,381,
f8d8821bb9469ba8cbf353bf5683f255,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_DNA_structure_at_replication_DIGT,3,q2_m_phase_i1 UpdateRadioButton,0.3388,0,1.0165,22.865,0,77.135,19.428,17.939,24.476,353,363,
d0eca402daf0cf318b9d8c523028d063,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_cell_repl_counting_chromosomes,2,q1_i1 UpdateRadioButton,0.3216,0,1.0234,23.0994,0,76.9006,1.67,0.152,6.722,340,342,
41695ffccc8d1d78d3a4a3180e6082ea,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_cell_repl_counting_chromosomes,2,q2_i1 UpdateRadioButton,0.2596,0,1.0177,15.0442,0,84.9558,14.066,13.431,17.657,338,339,
0c4c10b7f360536b019e29b9fa108500,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_cell_repl_counting_chromosomes,2,q3_i1 UpdateRadioButton,0.261,0,1.0205,23.1672,0,76.8328,13.107,9.794,24.095,339,341,
4b62293bfd438dab7e9388e56a095f86,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_cell_repl_counting_chromosomes,2,q4_i1 UpdateRadioButton,0.4602,0,1.0236,33.9233,0,66.0767,12.074,9.33,17.417,336,339,
3b9d9b7c11c6efed6e397939251519ec,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_cell_repl_counting_chromosomes_DIGT,2,q1_i1 UpdateRadioButton,0.3324,0,1.0029,26.0116,0,73.9884,1.824,0.34,6.044,341,346,
44c423b2ef5e7e97f91de8d6d7a2cb89,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_cell_repl_counting_chromosomes_DIGT,2,q2_i1 UpdateRadioButton,0.2811,0,1.003,19.2308,0,80.7692,11.198,8.696,21.708,335,338,
2506bbf092efac9853e64bdf1608d95d,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_cell_repl_counting_chromosomes_DIGT,3,q3_i1 UpdateRadioButton,0.2899,0,1.0089,26.6272,0,73.3728,9.45,8.044,13.322,336,338,
9450359eddbd0224b4b3a126b626be6a,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_cell_repl_counting_chromosomes_DIGT,3,q4_i1 UpdateRadioButton,0.3783,0,1.0293,29.0323,0,70.9677,10.455,7.959,16.556,335,341,
63810a9881220d465650c9d0577386d1,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_chromosome_regions_DIGT,2,q1_i1 UpdateRadioButton,0.1187,0,1.0059,7.1217,0,92.8783,0.933,0.725,3.646,336,337,
d063ff7b0580dc4e9838fd6559a8460a,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_chromosome_regions_DIGT,2,q2_i1 UpdateRadioButton,0.1821,0,1.0119,14.9254,0,85.0746,10.428,9.526,15.57,334,335,
990686253dcadded51a2d2c935485068,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_chromosome_regions_DIGT,2,q3_chromatids_i1 UpdateRadioButton,0.3758,0,1.0091,31.5152,0,68.4848,12.964,12.279,14.452,329,330,
6fd595013d184734ec52f59bb4a4dbdb,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_chromosome_regions_DIGT,2,q4_centromeres_i1 UpdateRadioButton,0.2036,0.0061,1,14.8936,0,85.1064,9.413,8.471,14.796,327,329,
a32b81b27b82d9153e16c6b0243b7ff1,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_chromosomes_LBD,2,q1_i1 UpdateRadioButton,0.3831,0,1.031,29.0141,0,70.9859,1.665,0.087,5.524,353,355,
0c7e31f2054a41d7226253988feb0b15,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_chromosomes_LBD,2,q2_i1 UpdateRadioButton,0.7208,0,1.0142,54.1311,0,45.8689,16.818,13.708,19.453,349,351,
f826d99c9eaece4e86bad3197d150946,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_chromosomes_LBD,2,q3_i1 UpdateRadioButton,0.3097,0,1.0057,23.0114,0,76.9886,15.213,14.443,17.79,349,352,
f5d388ac3fb08ced507916def509c9e8,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_distinguish_cell_type_DIGT,2,q1_i1 UpdateRadioButton,0.082,0,1.0219,5.7377,0,94.2623,0.705,0.264,7.952,365,366,
75681d9b0e8f9dc6fe58c6c1f3c14542,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_distinguish_cell_type_DIGT,2,q2_i1 UpdateRadioButton,0.1172,0,1.0054,9.5368,0,90.4632,9.97,8.762,21.429,365,367,
71186af1e6bce6412e3c4e8dbdea9b85,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_distinguish_cell_type_DIGT,3,q3_somatic_cells_i1 UpdateRadioButton,0.2891,0,1.0236,19.764,0,80.236,29.113,27.996,33.682,336,339,
4c24d5071186885526618fc80a3039fd,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_distinguish_cell_type_DIGT,4,q4_gametes_i1 UpdateRadioButton,0.3353,0,1.0514,19.0332,0,80.9668,31.647,29.775,39.71,329,331,
0455c4272ee58f705cb076c48b8f2611,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_gamete_cells_function_LBD,3,q1_i1 UpdateRadioButton,0.177,0,1,17.1348,0,82.8652,0.963,0.132,4.984,354,356,
a7a4cd0167d6cb3c17cb6c47cf88fe61,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_gamete_cells_function_LBD,3,q2_i1 UpdateRadioButton,0.6,0,1.0712,46.0274,0,53.9726,14.88,13.531,16.455,360,365,
017bca8bd27476090d115015cf795ad4,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_gamete_cells_function_LBD,3,q3_i1 UpdateRadioButton,0.425,0,1.0139,41.1111,0,58.8889,18.618,16.505,21.636,356,360,
7af05be8d4b977162d4c88788f39e52a,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_gamete_cells_function_LBD,3,q4_i1 UpdateRadioButton,0.507,0,1.0111,29.5265,0,70.4735,16.259,14.597,20.226,356,359,
37e1b088506d6c07e95a076331f85604,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Cells and Chromosomes",inline_gamete_cells_function_LBD,3,q5_i1 UpdateRadioButton,0.4653,0,1.0208,30.9028,0,69.0972,34.426,31.622,40.67,285,288,
3e0c395ae37a0f048d10548f7a7b823b,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",_u3_cell_structure_functions_DIGT,1,q1_i1 UpdateRadioButton,0.875,0,1.125,25,0,75,0.875,0,3.5,8,8,
0c86befe93b9472b88afcfa43a1cca4a,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",_u3_cell_structure_functions_DIGT,1,q2_i1 UpdateRadioButton,0.125,0,1,12.5,0,87.5,5.75,6.286,2,8,8,
74649742e76564889cdcd11385a23b4b,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett,1,q1_cap_cap UpdateComboBox,0.028,0.0035,1,2.7972,0.3497,96.8531,0.587,0.509,3,286,286,
c63a437906534c911ac2d50cb1c46e9d,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett,1,q1_cap_small UpdateComboBox,0.0355,0,1.0035,3.5461,0,96.4539,2.908,2.522,13.4,282,282,
6cceab68893652fd9032a78aac916657,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett,1,q1_cap_small2 UpdateComboBox,0.0317,0,1.0035,2.8169,0,97.1831,2.454,2.438,3,284,284,
2d2fe1a3b0c4dd6bf496016f9fc717ff,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett,1,q1_small_small UpdateComboBox,0.0493,0,1.0035,4.9296,0,95.0704,2.609,2.489,4.929,284,284,
dd2a93bb58de9248a3bc01e905ca29c3,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,1,q1_2cap_2cap UpdateComboBox,0.022,0,1,1.8315,0,98.1685,1.242,1.007,13.8,273,273,
0849e68f4e06b9d0f0f6e01c0460dbb4,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,3,q1_2cap_2small UpdateComboBox,0.1084,0,1.004,8.4337,0,91.5663,9.888,9.061,18.857,249,249,
1ac0b35e9ec509424a58693ab569a1bd,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,3,q1_2cap_capSmall UpdateComboBox,0.0984,0,1.0157,7.4803,0,92.5197,11.705,11.072,19.526,254,254,
fbacd7a0508adc30ee49bd8c2fb80c02,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,2,q1_2cap_capSmall2 UpdateComboBox,0.1265,0,0.9921,11.0672,0,88.9328,11.083,10.848,12.964,253,253,
d083e5166d7a5898cd2c051735d07d3b,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,3,q1_2small_2cap UpdateComboBox,0.124,0,1,11.9835,0,88.0165,7.471,6.93,11.448,242,242,
318db95a2360f113760160f70be9bb5a,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,2,q1_2small_2small UpdateComboBox,0.0369,0,1.0041,3.6885,0,96.3115,6.057,5.898,10.222,243,244,
0c8c6cd8af77a9cd00fd1c68895b796d,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,3,q1_2small_capSmall UpdateComboBox,0.1577,0,1.0083,11.2033,0,88.7967,8.124,7.327,14.444,241,241,
0fd18e9cc201817c064c635732a7a7f6,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,3,q1_2small_capSmall2 UpdateComboBox,0.1736,0,1.0083,12.3967,0,87.6033,7.789,6.731,15.267,242,242,
58d1b9a4f92b73210dd6cdf05383b141,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,3,q1_capSmall_2cap UpdateComboBox,0.1694,0,0.996,8.4677,0,91.5323,9.964,9.626,13.619,247,248,
1f265d7f1976c4d026417bae4682c630,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,3,q1_capSmall_2cap2 UpdateComboBox,0.1855,0,1,11.6935,0,88.3065,10.895,9.676,20.103,247,248,
606ce7ca050ecfdcdc2262e22ddac98c,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,3,q1_capSmall_2small UpdateComboBox,0.1983,0,1.0165,13.6364,0,86.3636,9.256,7.962,17.455,242,242,
560d613d8bf1cadbf3dae50c34b77a1f,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,3,q1_capSmall_2small2 UpdateComboBox,0.2213,0,1.0246,13.1148,0,86.8852,9.234,8.019,17.281,243,244,
18121e58f2e2659dfd15f4d85bd66322,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,3,q1_capSmall_capSmall UpdateComboBox,0.1721,0,1.0123,10.6557,0,89.3443,8.791,7.881,16.423,244,244,
21141d64a6d6f266b85873bb38523b3a,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,4,q1_capSmall_capSmall2 UpdateComboBox,0.1781,0,1.0081,12.1457,0,87.8543,9.688,8.622,17.4,247,247,
718e15b5762b1d7408a5ad365f79d5e9,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,4,q1_capSmall_capSmall3 UpdateComboBox,0.2172,0,1.0041,15.5738,0,84.4262,9.176,7.704,17.158,244,244,
f988cf6ea45be302231a3d39b40d9e86,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",dynadrop_assessment_punnett_yr,3,q1_capSmall_capSmall4 UpdateComboBox,0.1959,0,1.0122,13.4694,0,86.5306,9.714,8.797,15.606,244,245,
136d9df095eb5d53e45fd9f2b9c94ccd,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_albino_digt,2,q1_A UpdateShortAnswer,0,0,1.2713,0,0,100,5.879,5.879,,244,247,
9cf2d275a5bb419fadb5d67ea24e99e9,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_albino_digt,2,q2_A UpdateShortAnswer,0,0,1.2049,0,0,100,22.053,22.053,,241,244,
81212e301ced34156a16e5c6d1abda35,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_cell_division_digt,1,q1_i1 UpdateRadioButton,0.2102,0,1.0034,13.2203,0,86.7797,0.461,0.062,3.077,295,295,
23d21f66f9ac0f508415e75ab7fdbb05,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_cell_division_digt,2,q2_i1 UpdateRadioButton,0.6969,0,1.0174,59.2334,0,40.7666,7.826,6.043,9.053,284,287,
da7a1b3bf4aac53af3a99c70a476bf07,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_cells_LBD,2,q1_i1 UpdateRadioButton,0.2136,0.0093,1.0062,16.7183,0.3096,82.9721,0.681,0.011,3.945,322,323,
026536ac983fc4701ecd933d07f2b703,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_cells_LBD,2,q2_i1 UpdateRadioButton,0.283,0,1.0126,18.239,0,81.761,13.984,13.396,16.621,318,318,
cfca08e6440882e55817b85340a8f74a,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_cells_LBD2,2,q1_i1 UpdateRadioButton,0.2898,0.0096,1.0127,25.7962,0.6369,73.5669,1.089,0.004,4.108,312,314,
c90083ff616ad7ab7337dac97505ae0d,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_chromosome_digt,2,q1_i1 UpdateRadioButton,0.9315,0,1.0312,49.2212,0,50.7788,3.483,0.178,6.892,319,321,
8d8a06b3b28a725f9943b734ba2769f5,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_chromosome_digt,2,q2_i1 UpdateRadioButton,0.1835,0,1.0063,14.2405,0,85.7595,11.94,11.396,15.2,316,316,
9bb7abcdd8a1dc9b5752285b015e0ad5,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_chromosome_digt,2,q3_i1 UpdateRadioButton,0.583,0,1.0526,43.3198,0,56.6802,16.057,14.864,17.617,247,247,
dfa13404d5c2a5351bde3a3a1437ee64,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_chromosome_digt,2,q4_i1 UpdateRadioButton,0.2204,0,1.0367,17.1429,0,82.8571,13.718,12.015,21.952,245,245,
a1017d55104bc31d279b4a61b57732fb,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_cystic,2,q1_i1 UpdateRadioButton,0.5654,0,1.0495,27.2085,0,72.7915,1.657,0.272,5.364,282,283,
a35c5cd3af7356547ef94731aa63b421,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_dihybrid_lbd,3,q1_y_r UpdateComboBox,1.5813,0.0244,0.935,43.4959,0,56.5041,14.461,1.022,31.921,243,246,
5750193cdc466f1ea11fccf9bdd31a54,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_dihybrid_lbd,3,q2_y_w UpdateComboBox,0.5801,0.0043,0.9913,24.2424,0,75.7576,25.742,22.211,36.777,231,231,
53b639c6c54cbf9c420412be89a56d39,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_dihybrid_lbd,3,q3_g_r UpdateComboBox,0.4545,0,0.9784,21.645,0,78.355,18.056,16.282,24.48,231,231,
404599348a2d87d66ab4be6246fcaf2e,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_dihybrid_lbd,2,q4_g_w UpdateComboBox,0.2795,0,1.0087,13.5371,0,86.4629,10.624,10.056,14.258,229,229,
6980bbf1d3ed7eb2a1cbec036dd1fa7f,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_flowers_LBD,2,q1_i1 UpdateRadioButton,1.5686,0,1.0769,91.9732,0,8.0268,7.632,1.125,8.2,296,299,
4684e5c8297cf6dbf11444f38f1e31bc,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_flowers_LBD,2,q2_i1 UpdateRadioButton,0.3549,0,1.0239,21.843,0,78.157,11.13,9.697,16.234,293,293,
d41eadd2d05fc87259d0b3d754217bba,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Heredity",genetics_heredity_flowers_LBD3,2,q1_i1 UpdateRadioButton,0.1945,0,1.0171,15.0171,0,84.9829,0.512,0.173,2.432,291,293,
